village_id,state,district_code,latitude,longitude,population,ntl_2019,ntl_2024,ntl_growth_abs,ntl_growth_pct,ndbi_2020,ndbi_2025,ndbi_delta,built_area_ha_2020,built_area_ha_2025,built_growth_pct,ndvi_2019,ndvi_2024,ndvi_trend,road_connected,road_type,dist_to_town_km,antyodaya_score,has_telecom_tower,growth_tier_label,ntl_growth_score_raw,builtup_score_raw,ndvi_score_raw,road_quality_norm,dist_score,road_score_raw,digital_score_raw,ntl_norm,builtup_norm,ndvi_norm,road_norm,digital_norm,composite_score_raw,growth_score
UT030039,Uttar Pradesh,3,27.06337,84.4412,1818,0.7626,0.7265,-0.0362,-4.2,0.0408,0.0358,-0.005,49.4,48.0,-2.85,0.3702,0.4001,0.00599,0,1,51.3,84.3,0,low,-0.00336,-0.012499999999999999,0.074875,0.6,0.14500000000000002,0.2235,0.07250000000000001,0.0009217859166992559,0.01608076690249409,0.3362948596175432,0.1648761951052466,0.06434782608695654,0.08912455962209524,4.58252427184466
UT140040,Uttar Pradesh,14,24.83752,80.13698,1207,0.4992,0.652,0.1529,25.51,-0.2363,-0.225,0.0112,61.3,68.8,12.08,0.6909,0.6841,-0.00136,1,0,26.8,67.8,1,low,0.112148,0.048133333333333334,-0.017,0.2,0.5533333333333333,0.626,0.7766666666666666,0.018206020038231432,0.10275014466734371,0.23865482587527306,0.6095022949334717,0.7991304347826085,0.27824247551700837,58.13592233009709
UT230041,Uttar Pradesh,23,26.21264,84.51662,749,1.0557,1.1269,0.0712,6.16,0.0946,0.1018,0.0072,74.1,77.6,4.74,0.5688,0.5476,-0.00424,0,1,35.9,62.4,1,low,0.047648,0.0259,-0.053,0.6,0.4016666666666667,0.3005,0.7008333333333334,0.008554453905679354,0.07096978459634057,0.2003958738783019,0.24993510115934187,0.72,0.1958584285764355,36.87378640776699
UT030042,Uttar Pradesh,3,25.5222,82.9793,858,1.4476,1.708,0.2604,16.83,0.0171,0.0092,-0.0079,93.7,91.6,-2.27,0.27,0.2115,-0.0117,1,0,15.2,56.7,1,low,0.16970400000000002,-0.01975,-0.14625,0.2,0.7466666666666667,0.684,0.8733333333333333,0.02681850903552085,0.005717606009775673,0.10129456071948081,0.6735726397534396,0.8999999999999998,0.2607050342840382,54.990291262135926
UT190043,Uttar Pradesh,19,28.01093,77.86517,2122,10.0799,12.5284,2.4485,24.05,-0.0747,0.026,0.1007,101.7,171.3,67.73,0.5355,0.6948,0.03187,1,2,15.9,38.0,1,high,1.48834,0.3646333333333333,0.39837500000000003,1.0,0.735,0.9205,0.8674999999999999,0.22413482777604707,0.555155720190844,0.6800940532569923,0.9348249940624465,0.8939130434782606,0.58235419200018,90.19417475728156
UT090044,Uttar Pradesh,9,26.62756,79.44022,969,0.9638,1.271,0.3072,28.88,-0.2949,-0.2859,0.0091,55.7,61.3,9.8,0.2603,0.2956,0.00707,0,0,17.0,70.4,0,low,0.207424,0.03908333333333333,0.088375,0.2,0.7166666666666667,0.275,0.35833333333333334,0.032462804764510994,0.08981406107022624,0.35064196661640734,0.22176624266090778,0.36260869565217385,0.1724448924363332,28.271844660194173
UT030045,Uttar Pradesh,3,26.90173,83.06769,3166,2.6849,3.153,0.4681,16.81,-0.2938,-0.2825,0.0114,39.9,45.6,14.08,0.2828,0.2895,0.00134,1,0,21.1,51.2,0,medium,0.294308,0.05196666666666667,0.01675,0.2,0.6483333333333333,0.6545,0.32416666666666666,0.04546383843676921,0.10822951709337873,0.2745225933724335,0.6409851367846628,0.32695652173913037,0.22706616858880943,46.89320388349515
UT030046,Uttar Pradesh,3,25.48516,84.42864,1108,0.7847,0.7081,-0.0766,-8.66,-0.22,-0.2293,-0.0093,39.2,32.7,-16.18,0.2581,0.3015,0.00868,1,0,32.3,61.9,0,low,-0.006928000000000001,-0.023249999999999996,0.1085,0.2,0.46166666666666667,0.5985,0.23083333333333333,0.00038788222738226643,0.0007147007512219652,0.37202978353138083,0.5791241141998663,0.22956521739130434,0.17740290712440288,30.038834951456312
UT120047,Uttar Pradesh,12,26.22591,79.05388,430,0.8353,0.8345,-0.0009,-0.09,-0.2247,-0.2102,0.0145,66.1,71.9,8.65,0.3629,0.3818,0.00378,0,2,42.0,56.7,0,low,-7.199999999999999e-05,0.050666666666666665,0.04725,1.0,0.30000000000000004,0.39,0.15000000000000002,0.0014137913344330734,0.10637129514020163,0.30693642770320073,0.3488022711832578,0.14521739130434785,0.14716037471400129,18.854368932038835
UT120048,Uttar Pradesh,12,30.16923,80.89806,4300,1.0926,1.3458,0.2532,21.23,-0.1984,-0.1855,0.0129,56.0,63.0,12.14,0.6328,0.6799,0.00942,1,0,34.8,57.8,1,low,0.16890399999999997,0.05248333333333334,0.11775,0.2,0.42000000000000004,0.5860000000000001,0.71,0.026698799688140352,0.10896804120297476,0.3818602086972692,0.5653158502300457,0.7295652173913042,0.2867628416549787,59.70873786407766
UT020049,Uttar Pradesh,2,25.94607,79.72624,548,0.8462,1.0634,0.2171,22.95,-0.1997,-0.1798,0.0198,25.5,33.9,31.5,0.5165,0.4268,-0.01793,1,1,47.5,56.1,1,low,0.14861999999999997,0.10200000000000001,-0.22412500000000002,0.6,0.20833333333333337,0.6425000000000001,0.6041666666666667,0.023663569185308007,0.1797472389323228,0.018533008309366134,0.6277292033736351,0.6191304347826087,0.24184477745851457,50.834951456310684
UT170050,Uttar Pradesh,17,29.64814,82.18129,2934,8.4777,11.2067,2.729,31.82,-0.0986,-0.012,0.0865,102.7,164.5,59.64,0.4026,0.5978,0.03906,1,2,10.0,31.9,1,high,1.662856,0.31565,0.48824999999999996,1.0,0.8333333333333334,0.95,0.9166666666666667,0.25024882336036425,0.48513886992946614,0.7756085896660971,0.9674124970312232,0.9452173913043477,0.599595136190726,90.64077669902912
UT230051,Uttar Pradesh,23,27.3811,78.08586,294,2.985,4.7843,1.7994,58.33,0.0609,0.091,0.0301,65.9,85.2,28.88,0.5575,0.6919,0.02687,1,2,20.4,66.3,1,medium,1.126304,0.12338333333333333,0.33587500000000003,1.0,0.66,0.8979999999999999,0.8300000000000001,0.1699609611657428,0.2103126077262486,0.6136722615955841,0.9099701189167692,0.854782608695652,0.46033018866248576,88.1747572815534
UT280052,Uttar Pradesh,28,24.2749,81.29118,1447,9.0021,18.1326,9.1305,100.31,0.0332,0.2068,0.1736,124.3,193.5,55.3,0.2527,0.3623,0.02193,1,2,2.8,38.8,1,high,5.558548,0.5261666666666667,0.274125,1.0,0.9533333333333334,0.986,0.9766666666666667,0.8331872570046134,0.7860517095522852,0.5480475314341127,1.0,0.9999999999999999,0.8286762342045721,97.6116504854369
UT240053,Uttar Pradesh,24,27.95039,79.24429,2946,3.1865,5.1433,1.9568,59.54,0.0411,0.0801,0.039,45.8,68.5,48.55,0.6117,0.6932,0.01631,0,2,24.2,40.7,0,medium,1.2217120000000001,0.17841666666666667,0.20387500000000003,1.0,0.5966666666666667,0.479,0.29833333333333334,0.18423749793434016,0.2889773370774123,0.47338943760668983,0.44711711064838083,0.3,0.31059156588791575,63.57281553398059
UT220054,Uttar Pradesh,22,24.85487,83.51418,577,0.7962,1.1805,0.3843,42.88,-0.2912,-0.2924,-0.0012,32.0,31.5,-1.59,0.2007,0.1456,-0.01101,1,1,32.9,65.3,1,low,0.264884,-0.0029999999999999996,-0.137625,0.6,0.45166666666666666,0.7155,0.7258333333333333,0.041060928640114756,0.02966008117571132,0.11046076796875515,0.7083694649573877,0.746086956521739,0.25447087730314455,53.86407766990291
UT100055,Uttar Pradesh,10,25.46498,78.48833,2019,10.4647,22.2813,11.8165,111.85,-0.0364,0.0972,0.1336,119.3,215.9,80.38,0.3687,0.4808,0.02243,1,0,14.2,43.7,1,high,7.179379999999999,0.46796666666666664,0.280375,0.2,0.7633333333333333,0.6890000000000001,0.8816666666666666,1.0,0.702860542110049,0.5546897106002535,0.679095945341368,0.9086956521739128,0.7970873317448424,96.64077669902913
UT060056,Uttar Pradesh,6,26.98089,81.26265,621,0.5541,0.4841,-0.07,-10.7,0.0966,0.1122,0.0156,71.2,82.5,15.7,0.6974,0.7042,0.00135,0,0,23.6,97.5,1,low,-0.00856,0.06516666666666665,0.016875,0.2,0.6066666666666667,0.242,0.8033333333333333,0.0001436751587260653,0.12709761692563842,0.27465543695575634,0.18531242578058116,0.8269565217391303,0.22485616445034756,46.09708737864078
UT220057,Uttar Pradesh,22,27.67305,82.86436,1292,1.0722,1.4429,0.3707,31.62,0.1024,0.0938,-0.0086,114.9,109.3,-4.86,0.3269,0.2638,-0.01263,0,2,38.1,59.1,1,low,0.247716,-0.0215,-0.15787500000000002,1.0,0.365,0.4095,0.6825,0.038491966045329416,0.0032161533804988193,0.08894010747045886,0.370343162976178,0.7008695652173912,0.18637455350832774,33.24271844660194
UT010058,Uttar Pradesh,1,27.72997,80.15859,244,0.4859,0.9369,0.4509,76.96,-0.1896,-0.1984,-0.0088,83.8,80.4,-4.07,0.6752,0.6625,-0.00255,1,0,55.2,76.4,0,low,0.332108,-0.022,-0.031875,0.2,0.07999999999999996,0.484,0.03999999999999998,0.05112010510049741,0.002501452629276861,0.22284643945985788,0.4526404162363091,0.03043478260869565,0.12184964043319782,11.514563106796116
UT030059,Uttar Pradesh,3,30.1151,80.8526,475,0.9044,0.833,-0.0714,-7.11,-0.1237,-0.109,0.0147,32.1,37.9,17.61,0.6655,0.6243,-0.00825,1,1,15.5,57.3,0,low,-0.005688,0.06609999999999999,-0.10312500000000001,0.6,0.7416666666666667,0.8025000000000001,0.37083333333333335,0.0005734317158220274,0.1284317249945861,0.14712559696585248,0.8044749821873396,0.37565217391304345,0.23136787372332845,47.94174757281554
UT160060,Uttar Pradesh,16,29.82427,83.217,1580,0.6552,0.7777,0.1226,16.23,0.1924,0.2051,0.0126,154.9,158.6,2.34,0.4722,0.4786,0.00128,1,0,47.1,78.1,1,low,0.08654400000000001,0.0354,0.016,0.2,0.21499999999999997,0.5245,0.6074999999999999,0.014374722375318822,0.0845490988695578,0.2737255318724966,0.497379191498528,0.6226086956521737,0.23450670428346485,48.89320388349515
UT290061,Uttar Pradesh,29,25.78147,83.13374,626,0.4647,0.7637,0.2991,52.97,0.0824,0.0925,0.0101,84.6,89.5,5.82,0.4533,0.4114,-0.00838,1,1,40.2,79.0,0,low,0.22183599999999998,0.034949999999999995,-0.10475,0.6,0.32999999999999996,0.679,0.16499999999999998,0.03461936865757054,0.08390586819345804,0.14539863038265588,0.6680493341655114,0.1608695652173913,0.17750990711046943,30.11650485436893
